
#-----------------------------------------------------------------------------
# Date d'extraction : 09/05/2025
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : TRACC-2023
# Modele     : MEAN de l’ensemble EXPLORE2  / ADAMONT / RCP8.5
# Niveau de réchauffement régional (RWL) :2.0°C
#-----------------------------------------------------------------------------
# Indices : 
#    RRq99 : Valeur du 99e centile des précipitations quotidiennes
#     Moyenne temporelle sur la période autour du niveau de réchauffement 
#     Valeur absolue
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;RWL;RRq99;
#-----------------------------------------------------------------------------                     

Point;Latitude;Longitude;RWL;Value
8447;45.6457;-3.5693;RWL-20;nan
8590;45.7175;-3.577;RWL-20;nan
8733;45.7892;-3.5847;RWL-20;nan
8876;45.861;-3.5925;RWL-20;nan
9019;45.9328;-3.6002;RWL-20;nan
9162;46.0046;-3.608;RWL-20;nan
9305;46.0763;-3.6158;RWL-20;nan
9448;46.1481;-3.6237;RWL-20;nan
9591;46.2199;-3.6315;RWL-20;nan
9734;46.2916;-3.6394;RWL-20;nan
9877;46.3634;-3.6473;RWL-20;nan
10020;46.4352;-3.6552;RWL-20;nan
10163;46.5069;-3.6632;RWL-20;nan
10306;46.5787;-3.6711;RWL-20;nan
10449;46.6505;-3.6791;RWL-20;nan
10592;46.7222;-3.6871;RWL-20;nan
10735;46.794;-3.6951;RWL-20;nan
10878;46.8657;-3.7032;RWL-20;nan
11021;46.9375;-3.7113;RWL-20;nan
11164;47.0093;-3.7193;RWL-20;nan
11307;47.081;-3.7274;RWL-20;nan
11450;47.1528;-3.7356;RWL-20;nan
11593;47.2245;-3.7437;RWL-20;nan
11736;47.2963;-3.7519;RWL-20;nan
11879;47.368;-3.7601;RWL-20;nan
12022;47.4398;-3.7683;RWL-20;nan
12165;47.5115;-3.7766;RWL-20;nan
12308;47.5832;-3.7848;RWL-20;nan
12451;47.655;-3.7931;RWL-20;nan
12594;47.7267;-3.8014;RWL-20;nan
12737;47.7984;-3.8098;RWL-20;28.13
12880;47.8702;-3.8181;RWL-20;28.72
13023;47.9419;-3.8265;RWL-20;31.56
13166;48.0136;-3.8349;RWL-20;32.02
13309;48.0853;-3.8433;RWL-20;33.16
13452;48.157;-3.8518;RWL-20;27.52
13595;48.2287;-3.8602;RWL-20;31.07
13738;48.3005;-3.8687;RWL-20;31.55
13881;48.3722;-3.8772;RWL-20;32.63
14024;48.4439;-3.8858;RWL-20;31.16
14167;48.5155;-3.8943;RWL-20;27.7
14310;48.5872;-3.9029;RWL-20;24.0
14453;48.6589;-3.9115;RWL-20;23.21
14596;48.7306;-3.9202;RWL-20;22.91
14739;48.8023;-3.9288;RWL-20;nan
14882;48.874;-3.9375;RWL-20;nan
15025;48.9456;-3.9462;RWL-20;nan
15168;49.0173;-3.9549;RWL-20;nan
15311;49.0889;-3.9637;RWL-20;nan
15454;49.1606;-3.9725;RWL-20;nan
15597;49.2322;-3.9813;RWL-20;nan
15740;49.3039;-3.9901;RWL-20;nan
15883;49.3755;-3.9989;RWL-20;nan
16026;49.4471;-4.0078;RWL-20;nan
16169;49.5188;-4.0167;RWL-20;nan
16312;49.5904;-4.0256;RWL-20;nan
16455;49.662;-4.0346;RWL-20;nan
16598;49.7336;-4.0436;RWL-20;nan
16741;49.8052;-4.0526;RWL-20;nan
16884;49.8768;-4.0616;RWL-20;nan
17027;49.9484;-4.0706;RWL-20;nan
17170;50.02;-4.0797;RWL-20;nan
17313;50.0915;-4.0888;RWL-20;nan
17456;50.1631;-4.098;RWL-20;nan
17599;50.2347;-4.1071;RWL-20;nan
17742;50.3062;-4.1163;RWL-20;nan
17885;50.3778;-4.1255;RWL-20;nan
18028;50.4493;-4.1347;RWL-20;nan
18171;50.5208;-4.144;RWL-20;nan
18314;50.5924;-4.1533;RWL-20;nan
18457;50.6639;-4.1626;RWL-20;nan
18600;50.7354;-4.1719;RWL-20;nan
18743;50.8069;-4.1813;RWL-20;nan
18886;50.8784;-4.1907;RWL-20;nan
19029;50.9498;-4.2001;RWL-20;nan
11;41.4207;-3.0521;RWL-20;nan
154;41.4922;-3.0586;RWL-20;nan
297;41.5638;-3.0652;RWL-20;nan
440;41.6354;-3.0717;RWL-20;nan
583;41.707;-3.0783;RWL-20;nan
726;41.7786;-3.0849;RWL-20;nan
869;41.8502;-3.0915;RWL-20;nan
1012;41.9218;-3.0982;RWL-20;nan
1155;41.9934;-3.1048;RWL-20;nan
1298;42.065;-3.1115;RWL-20;nan
1441;42.1366;-3.1182;RWL-20;nan
1584;42.2083;-3.1249;RWL-20;nan
1727;42.2799;-3.1316;RWL-20;nan
1870;42.3515;-3.1383;RWL-20;nan
2013;42.4232;-3.1451;RWL-20;nan
2156;42.4948;-3.1518;RWL-20;nan
2299;42.5665;-3.1586;RWL-20;nan
2442;42.6381;-3.1654;RWL-20;nan
2585;42.7098;-3.1722;RWL-20;nan
2728;42.7815;-3.1791;RWL-20;nan
2871;42.8532;-3.1859;RWL-20;nan
3014;42.9248;-3.1928;RWL-20;nan
3157;42.9965;-3.1997;RWL-20;nan
3300;43.0682;-3.2066;RWL-20;nan
3443;43.1399;-3.2135;RWL-20;nan
3586;43.2116;-3.2204;RWL-20;nan
3729;43.2833;-3.2274;RWL-20;nan
3872;43.355;-3.2343;RWL-20;nan
4015;43.4267;-3.2413;RWL-20;nan
4158;43.4984;-3.2483;RWL-20;nan
4301;43.5702;-3.2553;RWL-20;nan
4444;43.6419;-3.2624;RWL-20;nan
4587;43.7136;-3.2694;RWL-20;nan
4730;43.7853;-3.2765;RWL-20;nan
4873;43.8571;-3.2836;RWL-20;nan
5016;43.9288;-3.2907;RWL-20;nan
5159;44.0005;-3.2978;RWL-20;nan
5302;44.0723;-3.305;RWL-20;nan
5445;44.144;-3.3122;RWL-20;nan
5588;44.2158;-3.3193;RWL-20;nan
5731;44.2875;-3.3265;RWL-20;nan
5874;44.3593;-3.3338;RWL-20;nan
6017;44.431;-3.341;RWL-20;nan
6160;44.5028;-3.3483;RWL-20;nan
6303;44.5745;-3.3555;RWL-20;nan
6446;44.6463;-3.3628;RWL-20;nan
6589;44.718;-3.3701;RWL-20;nan
6732;44.7898;-3.3775;RWL-20;nan
6875;44.8616;-3.3848;RWL-20;nan
7018;44.9333;-3.3922;RWL-20;nan
7161;45.0051;-3.3996;RWL-20;nan
7304;45.0769;-3.407;RWL-20;nan
7447;45.1486;-3.4144;RWL-20;nan
7590;45.2204;-3.4218;RWL-20;nan
7733;45.2922;-3.4293;RWL-20;nan
7876;45.364;-3.4368;RWL-20;nan
8019;45.4357;-3.4443;RWL-20;nan
8162;45.5075;-3.4518;RWL-20;nan
8305;45.5793;-3.4594;RWL-20;nan
8448;45.6511;-3.4669;RWL-20;nan
8591;45.7228;-3.4745;RWL-20;nan
8734;45.7946;-3.4821;RWL-20;nan
8877;45.8664;-3.4897;RWL-20;nan
9020;45.9382;-3.4974;RWL-20;nan
9163;46.0099;-3.505;RWL-20;nan
9306;46.0817;-3.5127;RWL-20;nan
9449;46.1535;-3.5204;RWL-20;nan
9592;46.2253;-3.5281;RWL-20;nan
9735;46.2971;-3.5359;RWL-20;nan
9878;46.3688;-3.5436;RWL-20;nan
10021;46.4406;-3.5514;RWL-20;nan
10164;46.5124;-3.5592;RWL-20;nan
10307;46.5841;-3.567;RWL-20;nan
10450;46.6559;-3.5749;RWL-20;nan
10593;46.7277;-3.5828;RWL-20;nan
10736;46.7995;-3.5906;RWL-20;nan
10879;46.8712;-3.5985;RWL-20;nan
11022;46.943;-3.6065;RWL-20;nan
11165;47.0148;-3.6144;RWL-20;nan
11308;47.0865;-3.6224;RWL-20;nan
11451;47.1583;-3.6304;RWL-20;nan
11594;47.23;-3.6384;RWL-20;nan
11737;47.3018;-3.6464;RWL-20;nan
11880;47.3735;-3.6545;RWL-20;nan
12023;47.4453;-3.6626;RWL-20;nan
12166;47.517;-3.6707;RWL-20;nan
12309;47.5888;-3.6788;RWL-20;nan
12452;47.6605;-3.6869;RWL-20;nan
12595;47.7323;-3.6951;RWL-20;nan
12738;47.804;-3.7033;RWL-20;28.16
12881;47.8757;-3.7115;RWL-20;28.48
13024;47.9475;-3.7197;RWL-20;31.49
13167;48.0192;-3.728;RWL-20;35.33
13310;48.0909;-3.7363;RWL-20;35.47
13453;48.1626;-3.7446;RWL-20;27.62
13596;48.2344;-3.7529;RWL-20;30.4
13739;48.3061;-3.7612;RWL-20;30.7
13882;48.3778;-3.7696;RWL-20;32.2
14025;48.4495;-3.778;RWL-20;30.93
14168;48.5212;-3.7864;RWL-20;27.79
14311;48.5929;-3.7949;RWL-20;27.58
14454;48.6646;-3.8033;RWL-20;24.51
14597;48.7363;-3.8118;RWL-20;22.98
14740;48.808;-3.8203;RWL-20;nan
14883;48.8796;-3.8288;RWL-20;nan
15026;48.9513;-3.8374;RWL-20;nan
15169;49.023;-3.846;RWL-20;nan
15312;49.0946;-3.8546;RWL-20;nan
15455;49.1663;-3.8632;RWL-20;nan
15598;49.238;-3.8718;RWL-20;nan
15741;49.3096;-3.8805;RWL-20;nan
15884;49.3812;-3.8892;RWL-20;nan
16027;49.4529;-3.8979;RWL-20;nan
16170;49.5245;-3.9067;RWL-20;nan
16313;49.5961;-3.9155;RWL-20;nan
16456;49.6678;-3.9243;RWL-20;nan
16599;49.7394;-3.9331;RWL-20;nan
16742;49.811;-3.9419;RWL-20;nan
16885;49.8826;-3.9508;RWL-20;nan
17028;49.9542;-3.9597;RWL-20;nan
17171;50.0258;-3.9686;RWL-20;nan
17314;50.0973;-3.9776;RWL-20;nan
17457;50.1689;-3.9865;RWL-20;nan
17600;50.2405;-3.9955;RWL-20;nan
17743;50.3121;-4.0046;RWL-20;nan
17886;50.3836;-4.0136;RWL-20;nan
18029;50.4552;-4.0227;RWL-20;nan
18172;50.5267;-4.0318;RWL-20;nan
18315;50.5982;-4.0409;RWL-20;nan
18458;50.6697;-4.0501;RWL-20;nan
18601;50.7413;-4.0592;RWL-20;nan
18744;50.8128;-4.0684;RWL-20;nan
18887;50.8843;-4.0777;RWL-20;nan
19030;50.9558;-4.0869;RWL-20;nan
12;41.4255;-2.957;RWL-20;nan
155;41.4971;-2.9634;RWL-20;nan
298;41.5687;-2.9699;RWL-20;nan
441;41.6403;-2.9763;RWL-20;nan
584;41.7119;-2.9828;RWL-20;nan
727;41.7835;-2.9893;RWL-20;nan
870;41.8551;-2.9958;RWL-20;nan
1013;41.9267;-3.0023;RWL-20;nan
1156;41.9983;-3.0088;RWL-20;nan
1299;42.0699;-3.0154;RWL-20;nan
1442;42.1416;-3.0219;RWL-20;nan
1585;42.2132;-3.0285;RWL-20;nan
1728;42.2848;-3.0351;RWL-20;nan
1871;42.3565;-3.0417;RWL-20;nan
2014;42.4281;-3.0484;RWL-20;nan
2157;42.4998;-3.055;RWL-20;nan
2300;42.5715;-3.0617;RWL-20;nan
2443;42.6431;-3.0683;RWL-20;nan
2586;42.7148;-3.075;RWL-20;nan
2729;42.7865;-3.0818;RWL-20;nan
2872;42.8582;-3.0885;RWL-20;nan
3015;42.9298;-3.0952;RWL-20;nan
3158;43.0015;-3.102;RWL-20;nan
3301;43.0732;-3.1088;RWL-20;nan
3444;43.1449;-3.1156;RWL-20;nan
3587;43.2166;-3.1224;RWL-20;nan
3730;43.2884;-3.1292;RWL-20;nan
3873;43.3601;-3.1361;RWL-20;nan
4016;43.4318;-3.1429;RWL-20;nan
4159;43.5035;-3.1498;RWL-20;nan
4302;43.5752;-3.1567;RWL-20;nan
4445;43.647;-3.1636;RWL-20;nan
4588;43.7187;-3.1705;RWL-20;nan
4731;43.7904;-3.1775;RWL-20;nan
4874;43.8622;-3.1845;RWL-20;nan
5017;43.9339;-3.1914;RWL-20;nan
5160;44.0056;-3.1985;RWL-20;nan
5303;44.0774;-3.2055;RWL-20;nan
5446;44.1491;-3.2125;RWL-20;nan
5589;44.2209;-3.2196;RWL-20;nan
5732;44.2926;-3.2266;RWL-20;nan
5875;44.3644;-3.2337;RWL-20;nan
6018;44.4362;-3.2408;RWL-20;nan
6161;44.5079;-3.248;RWL-20;nan
6304;44.5797;-3.2551;RWL-20;nan
6447;44.6515;-3.2623;RWL-20;nan
6590;44.7232;-3.2695;RWL-20;nan
6733;44.795;-3.2767;RWL-20;nan
6876;44.8668;-3.2839;RWL-20;nan
7019;44.9385;-3.2911;RWL-20;nan
7162;45.0103;-3.2984;RWL-20;nan
7305;45.0821;-3.3057;RWL-20;nan
7448;45.1539;-3.313;RWL-20;nan
7591;45.2256;-3.3203;RWL-20;nan
7734;45.2974;-3.3276;RWL-20;nan
7877;45.3692;-3.335;RWL-20;nan
8020;45.441;-3.3423;RWL-20;nan
8163;45.5128;-3.3497;RWL-20;nan
8306;45.5845;-3.3571;RWL-20;nan
8449;45.6563;-3.3646;RWL-20;nan
8592;45.7281;-3.372;RWL-20;nan
8735;45.7999;-3.3795;RWL-20;nan
8878;45.8717;-3.387;RWL-20;nan
9021;45.9435;-3.3945;RWL-20;nan
9164;46.0152;-3.402;RWL-20;nan
9307;46.087;-3.4096;RWL-20;nan
9450;46.1588;-3.4171;RWL-20;nan
9593;46.2306;-3.4247;RWL-20;nan
9736;46.3024;-3.4323;RWL-20;nan
9879;46.3742;-3.4399;RWL-20;nan
10022;46.4459;-3.4476;RWL-20;nan
10165;46.5177;-3.4553;RWL-20;nan
10308;46.5895;-3.4629;RWL-20;nan
10451;46.6613;-3.4706;RWL-20;nan
10594;46.7331;-3.4784;RWL-20;nan
10737;46.8048;-3.4861;RWL-20;nan
10880;46.8766;-3.4939;RWL-20;nan
11023;46.9484;-3.5017;RWL-20;nan
11166;47.0201;-3.5095;RWL-20;nan
11309;47.0919;-3.5173;RWL-20;nan
11452;47.1637;-3.5252;RWL-20;nan
11595;47.2354;-3.533;RWL-20;nan
11738;47.3072;-3.5409;RWL-20;nan
11881;47.379;-3.5489;RWL-20;nan
12024;47.4507;-3.5568;RWL-20;nan
12167;47.5225;-3.5648;RWL-20;nan
12310;47.5942;-3.5727;RWL-20;nan
12453;47.666;-3.5807;RWL-20;nan
12596;47.7377;-3.5888;RWL-20;27.94
12739;47.8095;-3.5968;RWL-20;28.53
12882;47.8812;-3.6049;RWL-20;28.88
13025;47.953;-3.613;RWL-20;30.56
13168;48.0247;-3.6211;RWL-20;34.54
13311;48.0964;-3.6292;RWL-20;34.3
13454;48.1682;-3.6374;RWL-20;28.03
13597;48.2399;-3.6455;RWL-20;30.6
13740;48.3116;-3.6537;RWL-20;30.68
13883;48.3833;-3.662;RWL-20;30.9
14026;48.455;-3.6702;RWL-20;30.33
14169;48.5267;-3.6785;RWL-20;29.46
14312;48.5984;-3.6868;RWL-20;28.65
14455;48.6701;-3.6951;RWL-20;24.68
14598;48.7418;-3.7034;RWL-20;nan
14741;48.8135;-3.7118;RWL-20;nan
14884;48.8852;-3.7202;RWL-20;nan
15027;48.9569;-3.7286;RWL-20;nan
15170;49.0286;-3.737;RWL-20;nan
15313;49.1003;-3.7454;RWL-20;nan
15456;49.1719;-3.7539;RWL-20;nan
15599;49.2436;-3.7624;RWL-20;nan
15742;49.3152;-3.7709;RWL-20;nan
15885;49.3869;-3.7795;RWL-20;nan
16028;49.4585;-3.7881;RWL-20;nan
16171;49.5302;-3.7966;RWL-20;nan
16314;49.6018;-3.8053;RWL-20;nan
16457;49.6734;-3.8139;RWL-20;nan
16600;49.7451;-3.8226;RWL-20;nan
16743;49.8167;-3.8313;RWL-20;nan
16886;49.8883;-3.84;RWL-20;nan
17029;49.9599;-3.8487;RWL-20;nan
17172;50.0315;-3.8575;RWL-20;nan
17315;50.1031;-3.8663;RWL-20;nan
17458;50.1746;-3.8751;RWL-20;nan
17601;50.2462;-3.8839;RWL-20;nan
17744;50.3178;-3.8928;RWL-20;nan
17887;50.3893;-3.9017;RWL-20;nan
18030;50.4609;-3.9106;RWL-20;nan
18173;50.5324;-3.9195;RWL-20;nan
18316;50.604;-3.9285;RWL-20;nan
18459;50.6755;-3.9375;RWL-20;nan
18602;50.747;-3.9465;RWL-20;nan
18745;50.8186;-3.9556;RWL-20;nan
18888;50.8901;-3.9646;RWL-20;nan
19031;50.9616;-3.9737;RWL-20;nan
13;41.4303;-2.8619;RWL-20;nan
156;41.5019;-2.8682;RWL-20;nan
299;41.5735;-2.8745;RWL-20;nan
442;41.6451;-2.8809;RWL-20;nan
585;41.7167;-2.8872;RWL-20;nan
728;41.7883;-2.8936;RWL-20;nan
871;41.8599;-2.9;RWL-20;nan
1014;41.9315;-2.9064;RWL-20;nan
1157;42.0031;-2.9128;RWL-20;nan
1300;42.0748;-2.9192;RWL-20;nan
1443;42.1464;-2.9257;RWL-20;nan
1586;42.2181;-2.9321;RWL-20;nan
1729;42.2897;-2.9386;RWL-20;nan
1872;42.3614;-2.9451;RWL-20;nan
2015;42.433;-2.9516;RWL-20;nan
2158;42.5047;-2.9582;RWL-20;nan
2301;42.5763;-2.9647;RWL-20;nan
2444;42.648;-2.9713;RWL-20;nan
2587;42.7197;-2.9778;RWL-20;nan
2730;42.7914;-2.9844;RWL-20;nan
2873;42.8631;-2.991;RWL-20;nan
3016;42.9348;-2.9977;RWL-20;nan
3159;43.0065;-3.0043;RWL-20;nan
3302;43.0782;-3.011;RWL-20;nan
3445;43.1499;-3.0176;RWL-20;nan
3588;43.2216;-3.0243;RWL-20;nan
3731;43.2933;-3.031;RWL-20;nan
3874;43.365;-3.0378;RWL-20;nan
4017;43.4367;-3.0445;RWL-20;nan
4160;43.5085;-3.0513;RWL-20;nan
4303;43.5802;-3.058;RWL-20;nan
4446;43.6519;-3.0648;RWL-20;nan
4589;43.7237;-3.0716;RWL-20;nan
4732;43.7954;-3.0785;RWL-20;nan
4875;43.8672;-3.0853;RWL-20;nan
5018;43.9389;-3.0922;RWL-20;nan
5161;44.0107;-3.099;RWL-20;nan
5304;44.0824;-3.1059;RWL-20;nan
5447;44.1542;-3.1129;RWL-20;nan
5590;44.2259;-3.1198;RWL-20;nan
5733;44.2977;-3.1267;RWL-20;nan
5876;44.3695;-3.1337;RWL-20;nan
6019;44.4412;-3.1407;RWL-20;nan
6162;44.513;-3.1477;RWL-20;nan
6305;44.5848;-3.1547;RWL-20;nan
6448;44.6565;-3.1617;RWL-20;nan
6591;44.7283;-3.1688;RWL-20;nan
6734;44.8001;-3.1759;RWL-20;nan
6877;44.8719;-3.183;RWL-20;nan
7020;44.9436;-3.1901;RWL-20;nan
7163;45.0154;-3.1972;RWL-20;nan
7306;45.0872;-3.2043;RWL-20;nan
7449;45.159;-3.2115;RWL-20;nan
7592;45.2308;-3.2187;RWL-20;nan
7735;45.3026;-3.2259;RWL-20;nan
7878;45.3743;-3.2331;RWL-20;nan
8021;45.4461;-3.2404;RWL-20;nan
8164;45.5179;-3.2476;RWL-20;nan
8307;45.5897;-3.2549;RWL-20;nan
8450;45.6615;-3.2622;RWL-20;nan
8593;45.7333;-3.2695;RWL-20;nan
8736;45.8051;-3.2768;RWL-20;nan
8879;45.8769;-3.2842;RWL-20;nan
9022;45.9487;-3.2916;RWL-20;nan
9165;46.0205;-3.299;RWL-20;nan
9308;46.0922;-3.3064;RWL-20;nan
9451;46.164;-3.3138;RWL-20;nan
9594;46.2358;-3.3213;RWL-20;nan
9737;46.3076;-3.3287;RWL-20;nan
9880;46.3794;-3.3362;RWL-20;nan
10023;46.4512;-3.3437;RWL-20;nan
10166;46.523;-3.3513;RWL-20;nan
10309;46.5948;-3.3588;RWL-20;nan
10452;46.6665;-3.3664;RWL-20;nan
10595;46.7383;-3.374;RWL-20;nan
10738;46.8101;-3.3816;RWL-20;nan
10881;46.8819;-3.3892;RWL-20;nan
11024;46.9537;-3.3969;RWL-20;nan
11167;47.0254;-3.4045;RWL-20;nan
11310;47.0972;-3.4122;RWL-20;nan
11453;47.169;-3.4199;RWL-20;nan
11596;47.2408;-3.4277;RWL-20;nan
11739;47.3125;-3.4354;RWL-20;nan
11882;47.3843;-3.4432;RWL-20;nan
12025;47.4561;-3.451;RWL-20;nan
12168;47.5278;-3.4588;RWL-20;nan
12311;47.5996;-3.4667;RWL-20;24.45
12454;47.6714;-3.4745;RWL-20;24.47
12597;47.7431;-3.4824;RWL-20;25.59
12740;47.8149;-3.4903;RWL-20;31.77
12883;47.8866;-3.4982;RWL-20;29.65
13026;47.9584;-3.5062;RWL-20;30.85
13169;48.0301;-3.5141;RWL-20;33.65
13312;48.1018;-3.5221;RWL-20;34.43
13455;48.1736;-3.5301;RWL-20;33.32
13598;48.2453;-3.5382;RWL-20;27.57
13741;48.317;-3.5462;RWL-20;30.7
13884;48.3888;-3.5543;RWL-20;27.37
14027;48.4605;-3.5624;RWL-20;31.81
14170;48.5322;-3.5705;RWL-20;28.53
14313;48.6039;-3.5786;RWL-20;25.96
14456;48.6756;-3.5868;RWL-20;23.25
14599;48.7473;-3.595;RWL-20;23.51
14742;48.819;-3.6032;RWL-20;23.37
14885;48.8907;-3.6114;RWL-20;nan
15028;48.9624;-3.6197;RWL-20;nan
15171;49.0341;-3.628;RWL-20;nan
15314;49.1058;-3.6363;RWL-20;nan
15457;49.1774;-3.6446;RWL-20;nan
15600;49.2491;-3.653;RWL-20;nan
15743;49.3208;-3.6613;RWL-20;nan
15886;49.3924;-3.6697;RWL-20;nan
16029;49.4641;-3.6781;RWL-20;nan
16172;49.5357;-3.6866;RWL-20;nan
16315;49.6074;-3.695;RWL-20;nan
16458;49.679;-3.7035;RWL-20;nan
16601;49.7506;-3.712;RWL-20;nan
16744;49.8222;-3.7206;RWL-20;nan
16887;49.8939;-3.7291;RWL-20;nan
17030;49.9655;-3.7377;RWL-20;nan
17173;50.0371;-3.7463;RWL-20;nan
17316;50.1087;-3.755;RWL-20;nan
17459;50.1803;-3.7636;RWL-20;nan
17602;50.2518;-3.7723;RWL-20;nan
17745;50.3234;-3.781;RWL-20;nan
17888;50.395;-3.7898;RWL-20;nan
18031;50.4665;-3.7985;RWL-20;nan
18174;50.5381;-3.8073;RWL-20;nan
18317;50.6096;-3.8161;RWL-20;nan
18460;50.6812;-3.8249;RWL-20;nan
18603;50.7527;-3.8338;RWL-20;nan
18746;50.8242;-3.8427;RWL-20;nan
18889;50.8958;-3.8516;RWL-20;nan
19032;50.9673;-3.8605;RWL-20;nan
14;41.435;-2.7668;RWL-20;nan
157;41.5066;-2.773;RWL-20;nan
300;41.5782;-2.7792;RWL-20;nan
443;41.6498;-2.7854;RWL-20;nan
586;41.7214;-2.7917;RWL-20;nan
729;41.793;-2.7979;RWL-20;nan
872;41.8646;-2.8042;RWL-20;nan
1015;41.9363;-2.8105;RWL-20;nan
1158;42.0079;-2.8168;RWL-20;nan
1301;42.0795;-2.8231;RWL-20;nan
1444;42.1512;-2.8294;RWL-20;nan
1587;42.2228;-2.8357;RWL-20;nan
1730;42.2945;-2.8421;RWL-20;nan
1873;42.3661;-2.8485;RWL-20;nan
2016;42.4378;-2.8549;RWL-20;nan
2159;42.5095;-2.8613;RWL-20;nan
2302;42.5811;-2.8677;RWL-20;nan
2445;42.6528;-2.8742;RWL-20;nan
2588;42.7245;-2.8806;RWL-20;nan
2731;42.7962;-2.8871;RWL-20;nan
2874;42.8679;-2.8936;RWL-20;nan
3017;42.9396;-2.9001;RWL-20;nan
3160;43.0113;-2.9066;RWL-20;nan
3303;43.083;-2.9131;RWL-20;nan
3446;43.1547;-2.9197;RWL-20;nan
3589;43.2264;-2.9263;RWL-20;nan
3732;43.2982;-2.9328;RWL-20;nan
3875;43.3699;-2.9394;RWL-20;nan
4018;43.4416;-2.9461;RWL-20;nan
4161;43.5134;-2.9527;RWL-20;nan
4304;43.5851;-2.9593;RWL-20;nan
4447;43.6568;-2.966;RWL-20;nan
4590;43.7286;-2.9727;RWL-20;nan
4733;43.8003;-2.9794;RWL-20;nan
4876;43.8721;-2.9861;RWL-20;nan
5019;43.9438;-2.9929;RWL-20;nan
5162;44.0156;-2.9996;RWL-20;nan
5305;44.0873;-3.0064;RWL-20;nan
5448;44.1591;-3.0132;RWL-20;nan
5591;44.2309;-3.02;RWL-20;nan
5734;44.3026;-3.0268;RWL-20;nan
5877;44.3744;-3.0336;RWL-20;nan
6020;44.4462;-3.0405;RWL-20;nan
6163;44.518;-3.0474;RWL-20;nan
6306;44.5897;-3.0543;RWL-20;nan
6449;44.6615;-3.0612;RWL-20;nan
6592;44.7333;-3.0681;RWL-20;nan
6735;44.8051;-3.075;RWL-20;nan
6878;44.8769;-3.082;RWL-20;nan
7021;44.9486;-3.089;RWL-20;nan
7164;45.0204;-3.096;RWL-20;nan
7307;45.0922;-3.103;RWL-20;nan
7450;45.164;-3.11;RWL-20;nan
7593;45.2358;-3.1171;RWL-20;nan
7736;45.3076;-3.1242;RWL-20;nan
7879;45.3794;-3.1313;RWL-20;nan
8022;45.4512;-3.1384;RWL-20;nan
8165;45.523;-3.1455;RWL-20;nan
8308;45.5948;-3.1526;RWL-20;nan
8451;45.6666;-3.1598;RWL-20;nan
8594;45.7384;-3.167;RWL-20;nan
8737;45.8102;-3.1742;RWL-20;nan
8880;45.882;-3.1814;RWL-20;nan
9023;45.9538;-3.1886;RWL-20;nan
9166;46.0256;-3.1959;RWL-20;nan
9309;46.0974;-3.2032;RWL-20;nan
9452;46.1692;-3.2105;RWL-20;nan
9595;46.241;-3.2178;RWL-20;nan
9738;46.3127;-3.2251;RWL-20;nan
9881;46.3845;-3.2325;RWL-20;nan
10024;46.4563;-3.2399;RWL-20;nan
10167;46.5281;-3.2473;RWL-20;nan
10310;46.5999;-3.2547;RWL-20;nan
10453;46.6717;-3.2621;RWL-20;nan
10596;46.7435;-3.2695;RWL-20;nan
10739;46.8153;-3.277;RWL-20;nan
10882;46.8871;-3.2845;RWL-20;nan
11025;46.9589;-3.292;RWL-20;nan
11168;47.0307;-3.2996;RWL-20;nan
11311;47.1024;-3.3071;RWL-20;nan
11454;47.1742;-3.3147;RWL-20;nan
11597;47.246;-3.3223;RWL-20;nan
11740;47.3178;-3.3299;RWL-20;nan
11883;47.3895;-3.3375;RWL-20;nan
12026;47.4613;-3.3452;RWL-20;nan
12169;47.5331;-3.3529;RWL-20;nan
12312;47.6049;-3.3605;RWL-20;24.45
12455;47.6766;-3.3683;RWL-20;24.42
12598;47.7484;-3.376;RWL-20;24.65
12741;47.8201;-3.3838;RWL-20;31.1
12884;47.8919;-3.3915;RWL-20;30.07
13027;47.9636;-3.3993;RWL-20;33.34
13170;48.0354;-3.4072;RWL-20;33.96
13313;48.1071;-3.415;RWL-20;33.28
13456;48.1789;-3.4229;RWL-20;27.14
13599;48.2506;-3.4308;RWL-20;26.9
13742;48.3224;-3.4387;RWL-20;27.19
13885;48.3941;-3.4466;RWL-20;27.02
14028;48.4658;-3.4545;RWL-20;27.74
14171;48.5375;-3.4625;RWL-20;25.43
14314;48.6093;-3.4705;RWL-20;25.05
14457;48.681;-3.4785;RWL-20;23.3
14600;48.7527;-3.4866;RWL-20;24.03
14743;48.8244;-3.4946;RWL-20;23.58
14886;48.8961;-3.5027;RWL-20;nan
15029;48.9678;-3.5108;RWL-20;nan
15172;49.0395;-3.5189;RWL-20;nan
15315;49.1112;-3.5271;RWL-20;nan
15458;49.1828;-3.5353;RWL-20;nan
15601;49.2545;-3.5435;RWL-20;nan
15744;49.3262;-3.5517;RWL-20;nan
15887;49.3979;-3.5599;RWL-20;nan
16030;49.4695;-3.5682;RWL-20;nan
16173;49.5412;-3.5765;RWL-20;nan
16316;49.6128;-3.5848;RWL-20;nan
16459;49.6845;-3.5931;RWL-20;nan
16602;49.7561;-3.6015;RWL-20;nan
16745;49.8277;-3.6099;RWL-20;nan
16888;49.8994;-3.6183;RWL-20;nan
17031;49.971;-3.6267;RWL-20;nan
