
#-----------------------------------------------------------------------------
# Date d'extraction : 09/05/2025
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : TRACC-2023
# Modele     : MEAN de l’ensemble EXPLORE2  / ADAMONT / RCP8.5
# Historique : 1976-2005
#-----------------------------------------------------------------------------
# Indices : 
#    RRq99 : Valeur du 99e centile des précipitations quotidiennes
#     Moyenne temporelle
#     Valeur absolue
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;RWL;RRq99;
#-----------------------------------------------------------------------------                     

Point;Latitude;Longitude;RWL;Value
18772;50.9359;-0.8997;REF;nan
18915;51.0076;-0.9043;REF;nan
19058;51.0792;-0.909;REF;nan
40;41.5267;-0.2894;REF;nan
183;41.5984;-0.2926;REF;nan
326;41.6701;-0.2958;REF;nan
469;41.7419;-0.299;REF;nan
612;41.8136;-0.3022;REF;nan
755;41.8853;-0.3054;REF;nan
898;41.9571;-0.3086;REF;nan
1041;42.0288;-0.3119;REF;nan
1184;42.1006;-0.3151;REF;nan
1327;42.1723;-0.3184;REF;nan
1470;42.2441;-0.3216;REF;nan
1613;42.3159;-0.3249;REF;nan
1756;42.3876;-0.3282;REF;nan
1899;42.4594;-0.3315;REF;nan
2042;42.5312;-0.3348;REF;nan
2185;42.603;-0.3381;REF;nan
2328;42.6748;-0.3414;REF;nan
2471;42.7466;-0.3447;REF;nan
2614;42.8184;-0.3481;REF;56.22
2757;42.8902;-0.3514;REF;56.52
2900;42.962;-0.3547;REF;60.95
3043;43.0339;-0.3581;REF;55.11
3186;43.1057;-0.3615;REF;38.7
3329;43.1775;-0.3648;REF;35.01
3472;43.2494;-0.3682;REF;34.14
3615;43.3212;-0.3716;REF;33.11
3758;43.393;-0.375;REF;29.59
3901;43.4649;-0.3784;REF;29.55
4044;43.5367;-0.3818;REF;28.44
4187;43.6086;-0.3852;REF;28.59
4330;43.6805;-0.3887;REF;28.16
4473;43.7523;-0.3921;REF;28.06
4616;43.8242;-0.3956;REF;27.98
4759;43.8961;-0.399;REF;27.17
4902;43.968;-0.4025;REF;25.23
5045;44.0398;-0.406;REF;25.23
5188;44.1117;-0.4094;REF;25.75
5331;44.1836;-0.4129;REF;25.84
5474;44.2555;-0.4164;REF;25.86
5617;44.3274;-0.4199;REF;25.49
5760;44.3993;-0.4235;REF;25.53
5903;44.4712;-0.427;REF;25.27
6046;44.5431;-0.4305;REF;25.78
6189;44.615;-0.4341;REF;22.91
6332;44.6869;-0.4376;REF;22.63
6475;44.7588;-0.4412;REF;23.84
6618;44.8307;-0.4448;REF;23.89
6761;44.9026;-0.4483;REF;22.59
6904;44.9745;-0.4519;REF;22.5
7047;45.0464;-0.4555;REF;21.9
7190;45.1184;-0.4592;REF;21.69
7333;45.1903;-0.4628;REF;22.57
7476;45.2622;-0.4664;REF;21.97
7619;45.3341;-0.47;REF;23.41
7762;45.406;-0.4737;REF;23.43
7905;45.478;-0.4773;REF;23.16
8048;45.5499;-0.481;REF;23.34
8191;45.6218;-0.4847;REF;23.19
8334;45.6937;-0.4884;REF;23.74
8477;45.7657;-0.4921;REF;22.69
8620;45.8376;-0.4958;REF;22.49
8763;45.9095;-0.4995;REF;22.28
8906;45.9814;-0.5032;REF;21.84
9049;46.0534;-0.507;REF;21.91
9192;46.1253;-0.5107;REF;21.84
9335;46.1972;-0.5145;REF;22.8
9478;46.2692;-0.5182;REF;22.53
9621;46.3411;-0.522;REF;22.73
9764;46.413;-0.5258;REF;23.4
9907;46.4849;-0.5296;REF;23.75
10050;46.5569;-0.5334;REF;25.39
10193;46.6288;-0.5372;REF;26.18
10336;46.7007;-0.541;REF;26.23
10479;46.7726;-0.5449;REF;25.89
10622;46.8446;-0.5487;REF;23.25
10765;46.9165;-0.5526;REF;22.88
10908;46.9884;-0.5564;REF;22.61
11051;47.0603;-0.5603;REF;21.65
11194;47.1323;-0.5642;REF;21.51
11337;47.2042;-0.5681;REF;17.47
11480;47.2761;-0.572;REF;17.34
11623;47.348;-0.5759;REF;17.54
11766;47.4199;-0.5798;REF;17.21
11909;47.4918;-0.5838;REF;18.59
12052;47.5637;-0.5877;REF;18.73
12195;47.6356;-0.5917;REF;18.92
12338;47.7075;-0.5957;REF;18.95
12481;47.7794;-0.5996;REF;20.81
12624;47.8513;-0.6036;REF;21.01
12767;47.9232;-0.6076;REF;21.29
12910;47.9951;-0.6117;REF;21.52
13053;48.067;-0.6157;REF;21.03
13196;48.1389;-0.6197;REF;21.14
13339;48.2108;-0.6238;REF;21.33
13482;48.2827;-0.6278;REF;21.07
13625;48.3545;-0.6319;REF;21.94
13768;48.4264;-0.636;REF;21.95
13911;48.4983;-0.6401;REF;22.38
14054;48.5701;-0.6442;REF;22.51
14197;48.642;-0.6483;REF;23.1
14340;48.7139;-0.6524;REF;23.36
14483;48.7857;-0.6565;REF;22.65
14626;48.8576;-0.6607;REF;22.33
14769;48.9294;-0.6649;REF;22.5
14912;49.0012;-0.669;REF;22.45
15055;49.0731;-0.6732;REF;21.62
15198;49.1449;-0.6774;REF;21.38
15341;49.2167;-0.6816;REF;21.05
15484;49.2886;-0.6858;REF;19.25
15627;49.3604;-0.6901;REF;18.96
15770;49.4322;-0.6943;REF;nan
15913;49.504;-0.6986;REF;nan
16056;49.5758;-0.7028;REF;nan
16199;49.6476;-0.7071;REF;nan
16342;49.7194;-0.7114;REF;nan
16485;49.7912;-0.7157;REF;nan
16628;49.8629;-0.72;REF;nan
16771;49.9347;-0.7243;REF;nan
16914;50.0065;-0.7287;REF;nan
17057;50.0782;-0.733;REF;nan
17200;50.15;-0.7374;REF;nan
17343;50.2217;-0.7418;REF;nan
17486;50.2935;-0.7462;REF;nan
17629;50.3652;-0.7506;REF;nan
17772;50.4369;-0.755;REF;nan
17915;50.5087;-0.7594;REF;nan
18058;50.5804;-0.7639;REF;nan
18201;50.6521;-0.7683;REF;nan
18344;50.7238;-0.7728;REF;nan
18487;50.7955;-0.7772;REF;nan
18630;50.8671;-0.7817;REF;nan
18773;50.9388;-0.7862;REF;nan
18916;51.0105;-0.7908;REF;nan
19059;51.0822;-0.7953;REF;nan
41;41.5291;-0.1939;REF;nan
184;41.6008;-0.197;REF;nan
327;41.6725;-0.2001;REF;nan
470;41.7442;-0.2032;REF;nan
613;41.8159;-0.2063;REF;nan
756;41.8877;-0.2094;REF;nan
899;41.9594;-0.2125;REF;nan
1042;42.0312;-0.2156;REF;nan
1185;42.1029;-0.2188;REF;nan
1328;42.1747;-0.2219;REF;nan
1471;42.2465;-0.2251;REF;nan
1614;42.3182;-0.2282;REF;nan
1757;42.39;-0.2314;REF;nan
1900;42.4618;-0.2345;REF;nan
2043;42.5336;-0.2377;REF;nan
2186;42.6054;-0.2409;REF;nan
2329;42.6772;-0.2441;REF;nan
2472;42.749;-0.2473;REF;nan
2615;42.8208;-0.2505;REF;50.68
2758;42.8926;-0.2537;REF;44.88
2901;42.9645;-0.2569;REF;38.77
3044;43.0363;-0.2602;REF;43.69
3187;43.1081;-0.2634;REF;37.31
3330;43.1799;-0.2667;REF;34.51
3473;43.2518;-0.2699;REF;34.0
3616;43.3236;-0.2732;REF;34.01
3759;43.3955;-0.2765;REF;29.05
3902;43.4673;-0.2797;REF;28.63
4045;43.5392;-0.283;REF;28.83
4188;43.6111;-0.2863;REF;28.68
4331;43.6829;-0.2896;REF;28.29
4474;43.7548;-0.293;REF;27.98
4617;43.8267;-0.2963;REF;24.61
4760;43.8985;-0.2996;REF;23.99
4903;43.9704;-0.303;REF;25.45
5046;44.0423;-0.3063;REF;25.27
5189;44.1142;-0.3097;REF;25.69
5332;44.1861;-0.313;REF;26.09
5475;44.258;-0.3164;REF;25.95
5618;44.3299;-0.3198;REF;25.55
5761;44.4018;-0.3232;REF;25.4
5904;44.4737;-0.3266;REF;24.82
6047;44.5456;-0.33;REF;22.24
6190;44.6175;-0.3334;REF;22.07
6333;44.6894;-0.3368;REF;24.93
6476;44.7613;-0.3403;REF;24.06
6619;44.8332;-0.3437;REF;23.82
6762;44.9051;-0.3472;REF;22.66
6905;44.977;-0.3506;REF;21.73
7048;45.0489;-0.3541;REF;21.85
7191;45.1209;-0.3576;REF;22.16
7334;45.1928;-0.3611;REF;23.84
7477;45.2647;-0.3646;REF;24.09
7620;45.3366;-0.3681;REF;23.44
7763;45.4086;-0.3716;REF;23.31
7906;45.4805;-0.3751;REF;23.55
8049;45.5524;-0.3786;REF;23.73
8192;45.6243;-0.3822;REF;22.46
8335;45.6963;-0.3857;REF;22.87
8478;45.7682;-0.3893;REF;22.37
8621;45.8401;-0.3929;REF;22.22
8764;45.9121;-0.3965;REF;22.39
8907;45.984;-0.4;REF;21.91
9050;46.0559;-0.4036;REF;21.9
9193;46.1279;-0.4073;REF;22.79
9336;46.1998;-0.4109;REF;22.63
9479;46.2717;-0.4145;REF;22.71
9622;46.3437;-0.4181;REF;22.92
9765;46.4156;-0.4218;REF;23.0
9908;46.4875;-0.4254;REF;25.02
10051;46.5594;-0.4291;REF;25.79
10194;46.6314;-0.4328;REF;26.1
10337;46.7033;-0.4365;REF;25.99
10480;46.7752;-0.4402;REF;23.11
10623;46.8472;-0.4439;REF;23.02
10766;46.9191;-0.4476;REF;22.81
10909;46.991;-0.4513;REF;22.29
11052;47.0629;-0.455;REF;22.4
11195;47.1349;-0.4588;REF;17.66
11338;47.2068;-0.4626;REF;17.34
11481;47.2787;-0.4663;REF;17.76
11624;47.3506;-0.4701;REF;17.43
11767;47.4225;-0.4739;REF;17.18
11910;47.4944;-0.4777;REF;18.57
12053;47.5664;-0.4815;REF;18.51
12196;47.6383;-0.4853;REF;18.5
12339;47.7102;-0.4891;REF;18.72
12482;47.7821;-0.493;REF;20.87
12625;47.854;-0.4968;REF;21.06
12768;47.9259;-0.5007;REF;21.15
12911;47.9978;-0.5045;REF;21.17
13054;48.0697;-0.5084;REF;22.43
13197;48.1415;-0.5123;REF;22.17
13340;48.2134;-0.5162;REF;22.29
13483;48.2853;-0.5201;REF;21.53
13626;48.3572;-0.524;REF;22.17
13769;48.4291;-0.528;REF;22.16
13912;48.5009;-0.5319;REF;22.26
14055;48.5728;-0.5359;REF;23.2
14198;48.6447;-0.5398;REF;23.57
14341;48.7165;-0.5438;REF;23.66
14484;48.7884;-0.5478;REF;23.55
14627;48.8603;-0.5518;REF;22.03
14770;48.9321;-0.5558;REF;22.46
14913;49.0039;-0.5598;REF;22.51
15056;49.0758;-0.5639;REF;21.85
15199;49.1476;-0.5679;REF;21.78
15342;49.2194;-0.572;REF;18.47
15485;49.2913;-0.576;REF;18.91
15628;49.3631;-0.5801;REF;18.67
15771;49.4349;-0.5842;REF;nan
15914;49.5067;-0.5883;REF;nan
16057;49.5785;-0.5924;REF;nan
16200;49.6503;-0.5965;REF;nan
16343;49.7221;-0.6007;REF;nan
16486;49.7939;-0.6048;REF;nan
16629;49.8657;-0.609;REF;nan
16772;49.9375;-0.6132;REF;nan
16915;50.0092;-0.6173;REF;nan
17058;50.081;-0.6215;REF;nan
17201;50.1527;-0.6257;REF;nan
17344;50.2245;-0.63;REF;nan
17487;50.2962;-0.6342;REF;nan
17630;50.368;-0.6384;REF;nan
17773;50.4397;-0.6427;REF;nan
17916;50.5114;-0.6469;REF;nan
18059;50.5832;-0.6512;REF;nan
18202;50.6549;-0.6555;REF;nan
18345;50.7266;-0.6598;REF;nan
18488;50.7983;-0.6641;REF;nan
18631;50.8699;-0.6685;REF;nan
18774;50.9416;-0.6728;REF;nan
18917;51.0133;-0.6772;REF;nan
19060;51.085;-0.6815;REF;nan
42;41.5313;-0.0985;REF;nan
185;41.603;-0.1015;REF;nan
328;41.6748;-0.1044;REF;nan
471;41.7465;-0.1074;REF;nan
614;41.8182;-0.1104;REF;nan
757;41.89;-0.1134;REF;nan
900;41.9617;-0.1164;REF;nan
1043;42.0335;-0.1194;REF;nan
1186;42.1052;-0.1224;REF;nan
1329;42.177;-0.1254;REF;nan
1472;42.2488;-0.1285;REF;nan
1615;42.3205;-0.1315;REF;nan
1758;42.3923;-0.1345;REF;nan
1901;42.4641;-0.1376;REF;nan
2044;42.5359;-0.1406;REF;nan
2187;42.6077;-0.1437;REF;nan
2330;42.6795;-0.1468;REF;nan
2473;42.7513;-0.1499;REF;50.21
2616;42.8231;-0.1529;REF;47.57
2759;42.895;-0.156;REF;42.41
2902;42.9668;-0.1591;REF;36.45
3045;43.0386;-0.1623;REF;34.86
3188;43.1104;-0.1654;REF;37.51
3331;43.1823;-0.1685;REF;35.43
3474;43.2541;-0.1716;REF;34.85
3617;43.326;-0.1748;REF;30.32
3760;43.3978;-0.1779;REF;29.77
3903;43.4697;-0.1811;REF;28.66
4046;43.5415;-0.1843;REF;28.19
4189;43.6134;-0.1874;REF;25.47
4332;43.6853;-0.1906;REF;25.12
4475;43.7571;-0.1938;REF;24.26
4618;43.829;-0.197;REF;24.01
4761;43.9009;-0.2002;REF;24.12
4904;43.9728;-0.2034;REF;24.06
5047;44.0447;-0.2066;REF;24.15
5190;44.1166;-0.2099;REF;26.18
5333;44.1885;-0.2131;REF;26.43
5476;44.2603;-0.2164;REF;25.51
5619;44.3322;-0.2196;REF;25.4
5762;44.4041;-0.2229;REF;24.81
5905;44.4761;-0.2262;REF;23.05
6048;44.548;-0.2294;REF;22.21
6191;44.6199;-0.2327;REF;24.29
6334;44.6918;-0.236;REF;24.51
6477;44.7637;-0.2393;REF;24.78
6620;44.8356;-0.2426;REF;23.39
6763;44.9075;-0.246;REF;22.61
6906;44.9794;-0.2493;REF;21.57
7049;45.0514;-0.2526;REF;21.9
7192;45.1233;-0.256;REF;22.34
7335;45.1952;-0.2593;REF;23.72
7478;45.2671;-0.2627;REF;24.2
7621;45.3391;-0.2661;REF;23.48
7764;45.411;-0.2695;REF;24.18
7907;45.4829;-0.2729;REF;23.74
8050;45.5549;-0.2763;REF;22.71
8193;45.6268;-0.2797;REF;22.97
8336;45.6987;-0.2831;REF;22.47
8479;45.7707;-0.2865;REF;22.41
8622;45.8426;-0.29;REF;22.23
8765;45.9145;-0.2934;REF;22.89
8908;45.9865;-0.2969;REF;23.01
9051;46.0584;-0.3003;REF;22.48
9194;46.1303;-0.3038;REF;22.72
9337;46.2023;-0.3073;REF;22.84
9480;46.2742;-0.3108;REF;22.8
9623;46.3461;-0.3143;REF;23.21
9766;46.4181;-0.3178;REF;23.37
9909;46.49;-0.3213;REF;25.22
10052;46.5619;-0.3248;REF;26.03
10195;46.6339;-0.3284;REF;25.86
10338;46.7058;-0.3319;REF;25.92
10481;46.7777;-0.3355;REF;22.98
10624;46.8497;-0.339;REF;22.94
10767;46.9216;-0.3426;REF;22.48
10910;46.9935;-0.3462;REF;19.02
11053;47.0654;-0.3498;REF;18.78
11196;47.1374;-0.3534;REF;17.39
11339;47.2093;-0.357;REF;17.31
11482;47.2812;-0.3606;REF;17.46
11625;47.3531;-0.3643;REF;17.25
11768;47.4251;-0.3679;REF;16.96
11911;47.497;-0.3716;REF;18.35
12054;47.5689;-0.3752;REF;18.68
12197;47.6408;-0.3789;REF;18.57
12340;47.7127;-0.3826;REF;18.79
12483;47.7846;-0.3863;REF;18.28
12626;47.8565;-0.39;REF;20.82
12769;47.9284;-0.3937;REF;21.04
12912;48.0003;-0.3974;REF;22.04
13055;48.0722;-0.4012;REF;22.42
13198;48.1441;-0.4049;REF;22.24
13341;48.216;-0.4087;REF;22.82
13484;48.2879;-0.4124;REF;21.88
13627;48.3598;-0.4162;REF;22.64
13770;48.4316;-0.42;REF;22.37
13913;48.5035;-0.4238;REF;22.03
14056;48.5754;-0.4276;REF;23.34
14199;48.6473;-0.4314;REF;23.67
14342;48.7191;-0.4352;REF;23.79
14485;48.791;-0.4391;REF;23.42
14628;48.8628;-0.4429;REF;22.01
14771;48.9347;-0.4468;REF;22.04
14914;49.0065;-0.4506;REF;21.65
15057;49.0784;-0.4545;REF;18.44
15200;49.1502;-0.4584;REF;18.41
15343;49.2221;-0.4623;REF;18.38
15486;49.2939;-0.4662;REF;18.8
15629;49.3657;-0.4701;REF;18.53
15772;49.4375;-0.4741;REF;nan
15915;49.5093;-0.478;REF;nan
16058;49.5812;-0.482;REF;nan
16201;49.653;-0.486;REF;nan
16344;49.7247;-0.4899;REF;nan
16487;49.7965;-0.4939;REF;nan
16630;49.8683;-0.4979;REF;nan
16773;49.9401;-0.5019;REF;nan
16916;50.0119;-0.506;REF;nan
17059;50.0836;-0.51;REF;nan
17202;50.1554;-0.5141;REF;nan
17345;50.2272;-0.5181;REF;nan
17488;50.2989;-0.5222;REF;nan
17631;50.3706;-0.5263;REF;nan
17774;50.4424;-0.5304;REF;nan
17917;50.5141;-0.5345;REF;nan
18060;50.5858;-0.5386;REF;nan
18203;50.6575;-0.5427;REF;nan
18346;50.7292;-0.5469;REF;nan
18489;50.8009;-0.551;REF;nan
18632;50.8726;-0.5552;REF;nan
18775;50.9443;-0.5593;REF;nan
18918;51.016;-0.5635;REF;nan
19061;51.0877;-0.5677;REF;nan
43;41.5335;-0.0031;REF;nan
186;41.6052;-0.0059;REF;nan
329;41.677;-0.0088;REF;nan
472;41.7487;-0.0116;REF;nan
615;41.8204;-0.0145;REF;nan
758;41.8922;-0.0174;REF;nan
901;41.9639;-0.0202;REF;nan
1044;42.0357;-0.0231;REF;nan
1187;42.1074;-0.026;REF;nan
1330;42.1792;-0.0289;REF;nan
1473;42.251;-0.0318;REF;nan
1616;42.3227;-0.0348;REF;nan
1759;42.3945;-0.0377;REF;nan
1902;42.4663;-0.0406;REF;nan
2045;42.5381;-0.0436;REF;nan
2188;42.6099;-0.0465;REF;nan
2331;42.6817;-0.0495;REF;47.82
2474;42.7535;-0.0524;REF;47.78
2617;42.8254;-0.0554;REF;47.04
2760;42.8972;-0.0584;REF;38.13
2903;42.969;-0.0613;REF;32.96
3046;43.0408;-0.0643;REF;37.16
3189;43.1127;-0.0673;REF;34.31
3332;43.1845;-0.0703;REF;31.24
3475;43.2564;-0.0733;REF;31.29
3618;43.3282;-0.0764;REF;29.44
3761;43.4001;-0.0794;REF;29.75
3904;43.4719;-0.0824;REF;28.95
4047;43.5438;-0.0855;REF;28.26
4190;43.6157;-0.0885;REF;25.47
4333;43.6875;-0.0916;REF;25.33
4476;43.7594;-0.0946;REF;23.82
4619;43.8313;-0.0977;REF;23.97
4762;43.9032;-0.1008;REF;24.44
4905;43.9751;-0.1039;REF;24.98
5048;44.047;-0.107;REF;24.61
5191;44.1188;-0.1101;REF;25.15
5334;44.1907;-0.1132;REF;22.71
5477;44.2626;-0.1163;REF;25.16
5620;44.3345;-0.1194;REF;25.12
5763;44.4064;-0.1226;REF;25.03
5906;44.4784;-0.1257;REF;23.36
6049;44.5503;-0.1289;REF;22.85
6192;44.6222;-0.132;REF;24.15
6335;44.6941;-0.1352;REF;24.56
6478;44.766;-0.1384;REF;24.03
6621;44.8379;-0.1416;REF;22.68
6764;44.9098;-0.1448;REF;21.97
6907;44.9818;-0.148;REF;21.86
7050;45.0537;-0.1512;REF;22.17
7193;45.1256;-0.1544;REF;23.41
7336;45.1975;-0.1576;REF;23.57
7479;45.2695;-0.1608;REF;24.11
7622;45.3414;-0.1641;REF;23.28
7765;45.4133;-0.1673;REF;23.21
7908;45.4853;-0.1706;REF;22.75
8051;45.5572;-0.1739;REF;23.2
8194;45.6291;-0.1771;REF;23.11
8337;45.7011;-0.1804;REF;22.54
8480;45.773;-0.1837;REF;22.78
8623;45.8449;-0.187;REF;22.83
8766;45.9169;-0.1903;REF;22.7
8909;45.9888;-0.1937;REF;22.98
9052;46.0608;-0.197;REF;23.96
9195;46.1327;-0.2003;REF;22.99
9338;46.2046;-0.2037;REF;23.46
9481;46.2766;-0.207;REF;23.93
9624;46.3485;-0.2104;REF;23.7
9767;46.4204;-0.2138;REF;23.8
9910;46.4924;-0.2171;REF;25.46
10053;46.5643;-0.2205;REF;25.77
10196;46.6363;-0.2239;REF;25.37
10339;46.7082;-0.2273;REF;22.78
10482;46.7801;-0.2308;REF;22.69
10625;46.8521;-0.2342;REF;22.61
10768;46.924;-0.2376;REF;18.96
10911;46.9959;-0.2411;REF;18.74
11054;47.0679;-0.2445;REF;18.56
11197;47.1398;-0.248;REF;17.48
11340;47.2117;-0.2515;REF;17.41
11483;47.2836;-0.2549;REF;17.6
11626;47.3556;-0.2584;REF;17.27
11769;47.4275;-0.2619;REF;17.96
11912;47.4994;-0.2654;REF;18.27
12055;47.5713;-0.269;REF;18.4
12198;47.6432;-0.2725;REF;18.94
12341;47.7151;-0.276;REF;18.29
12484;47.7871;-0.2796;REF;18.29
12627;47.859;-0.2831;REF;18.74
12770;47.9309;-0.2867;REF;18.82
12913;48.0028;-0.2903;REF;18.95
13056;48.0747;-0.2939;REF;23.01
13199;48.1466;-0.2975;REF;23.07
13342;48.2185;-0.3011;REF;22.76
13485;48.2904;-0.3047;REF;22.32
13628;48.3622;-0.3083;REF;22.06
13771;48.4341;-0.312;REF;22.13
13914;48.506;-0.3156;REF;22.09
14057;48.5779;-0.3193;REF;23.08
14200;48.6497;-0.3229;REF;23.72
14343;48.7216;-0.3266;REF;23.85
14486;48.7935;-0.3303;REF;23.46
14629;48.8653;-0.334;REF;22.27
14772;48.9372;-0.3377;REF;22.27
14915;49.009;-0.3414;REF;19.36
15058;49.0809;-0.3452;REF;18.21
15201;49.1527;-0.3489;REF;17.88
15344;49.2246;-0.3526;REF;18.03
15487;49.2964;-0.3564;REF;18.77
15630;49.3682;-0.3602;REF;nan
15773;49.44;-0.364;REF;nan
15916;49.5119;-0.3677;REF;nan
16059;49.5837;-0.3715;REF;nan
16202;49.6555;-0.3754;REF;nan
16345;49.7273;-0.3792;REF;nan
16488;49.7991;-0.383;REF;nan
16631;49.8709;-0.3869;REF;nan
16774;49.9426;-0.3907;REF;nan
16917;50.0144;-0.3946;REF;nan
17060;50.0862;-0.3985;REF;nan
17203;50.158;-0.4024;REF;nan
17346;50.2297;-0.4063;REF;nan
17489;50.3015;-0.4102;REF;nan
17632;50.3732;-0.4141;REF;nan
17775;50.4449;-0.418;REF;nan
17918;50.5167;-0.422;REF;nan
18061;50.5884;-0.4259;REF;nan
18204;50.6601;-0.4299;REF;nan
18347;50.7318;-0.4339;REF;nan
18490;50.8035;-0.4379;REF;nan
18633;50.8752;-0.4419;REF;nan
18776;50.9469;-0.4459;REF;nan
18919;51.0186;-0.4499;REF;nan
19062;51.0903;-0.4539;REF;nan
44;41.5356;0.0924;REF;nan
187;41.6073;0.0896;REF;nan
330;41.679;0.0869;REF;nan
473;41.7508;0.0842;REF;nan
616;41.8225;0.0814;REF;nan
759;41.8943;0.0787;REF;nan
902;41.966;0.0759;REF;nan
1045;42.0378;0.0731;REF;nan
1188;42.1095;0.0703;REF;nan
1331;42.1813;0.0676;REF;nan
1474;42.2531;0.0648;REF;nan
1617;42.3249;0.062;REF;nan
1760;42.3967;0.0592;REF;nan
1903;42.4685;0.0564;REF;nan
2046;42.5403;0.0535;REF;nan
2189;42.6121;0.0507;REF;nan
2332;42.6839;0.0479;REF;49.11
2475;42.7557;0.045;REF;44.53
2618;42.8275;0.0422;REF;42.53
2761;42.8993;0.0393;REF;42.45
2904;42.9712;0.0365;REF;41.96
3047;43.043;0.0336;REF;39.19
3190;43.1148;0.0307;REF;33.67
3333;43.1867;0.0279;REF;32.07
3476;43.2585;0.025;REF;28.73
3619;43.3304;0.0221;REF;28.51
3762;43.4022;0.0192;REF;27.02
3905;43.4741;0.0163;REF;26.27
4048;43.546;0.0133;REF;25.97
4191;43.6178;0.0104;REF;25.43
4334;43.6897;0.0075;REF;25.38
4477;43.7616;0.0045;REF;23.91
4620;43.8335;0.0016;REF;24.35
4763;43.9054;-0.0014;REF;24.57
4906;43.9773;-0.0043;REF;24.92
5049;44.0491;-0.0073;REF;24.61
5192;44.121;-0.0103;REF;24.63
5335;44.1929;-0.0133;REF;22.71
5478;44.2648;-0.0163;REF;23.01
5621;44.3367;-0.0193;REF;22.7
5764;44.4087;-0.0223;REF;25.31
5907;44.4806;-0.0253;REF;22.78
6050;44.5525;-0.0283;REF;22.38
6193;44.6244;-0.0313;REF;24.06
6336;44.6963;-0.0344;REF;24.17
6479;44.7682;-0.0374;REF;24.11
6622;44.8401;-0.0405;REF;22.8
6765;44.9121;-0.0435;REF;22.02
6908;44.984;-0.0466;REF;22.0
7051;45.0559;-0.0497;REF;21.85
7194;45.1279;-0.0528;REF;23.19
7337;45.1998;-0.0559;REF;23.69
7480;45.2717;-0.059;REF;23.38
7623;45.3436;-0.0621;REF;23.66
7766;45.4156;-0.0652;REF;23.15
7909;45.4875;-0.0683;REF;23.26
8052;45.5595;-0.0715;REF;23.32
8195;45.6314;-0.0746;REF;22.62
8338;45.7033;-0.0778;REF;23.22
8481;45.7753;-0.0809;REF;23.87
8624;45.8472;-0.0841;REF;25.06
8767;45.9192;-0.0873;REF;24.98
8910;45.9911;-0.0904;REF;23.61
9053;46.063;-0.0936;REF;23.91
9196;46.135;-0.0968;REF;23.84
9339;46.2069;-0.1001;REF;23.86
9482;46.2789;-0.1033;REF;24.17
9625;46.3508;-0.1065;REF;23.75
9768;46.4227;-0.1097;REF;25.53
9911;46.4947;-0.113;REF;25.5
10054;46.5666;-0.1162;REF;26.22
10197;46.6386;-0.1195;REF;25.48
10340;46.7105;-0.1228;REF;19.02
10483;46.7824;-0.126;REF;18.89
10626;46.8544;-0.1293;REF;18.79
10769;46.9263;-0.1326;REF;18.64
10912;46.9982;-0.1359;REF;18.65
11055;47.0702;-0.1392;REF;17.89
11198;47.1421;-0.1426;REF;17.86
11341;47.214;-0.1459;REF;17.6
11484;47.286;-0.1492;REF;17.8
11627;47.3579;-0.1526;REF;18.17
11770;47.4298;-0.1559;REF;18.03
11913;47.5017;-0.1593;REF;18.32
12056;47.5737;-0.1627;REF;18.6
12199;47.6456;-0.1661;REF;18.37
12342;47.7175;-0.1695;REF;18.81
12485;47.7894;-0.1729;REF;18.41
12628;47.8613;-0.1763;REF;18.87
12771;47.9332;-0.1797;REF;19.1
12914;48.0051;-0.1831;REF;19.15
13057;48.077;-0.1866;REF;21.01
13200;48.1489;-0.19;REF;21.22
13343;48.2208;-0.1935;REF;22.33
13486;48.2927;-0.197;REF;21.74
13629;48.3646;-0.2004;REF;22.34
13772;48.4365;-0.2039;REF;22.88
13915;48.5084;-0.2074;REF;22.72
14058;48.5803;-0.2109;REF;23.76
14201;48.6521;-0.2145;REF;22.9
14344;48.724;-0.218;REF;22.51
14487;48.7959;-0.2215;REF;23.51
14630;48.8677;-0.2251;REF;19.45
14773;48.9396;-0.2286;REF;19.21
14916;49.0114;-0.2322;REF;18.67
15059;49.0833;-0.2358;REF;18.45
15202;49.1551;-0.2394;REF;18.12
15345;49.227;-0.243;REF;19.14
15488;49.2988;-0.2466;REF;18.93
15631;49.3706;-0.2502;REF;nan
15774;49.4425;-0.2538;REF;nan
15917;49.5143;-0.2575;REF;nan
16060;49.5861;-0.2611;REF;nan
16203;49.6579;-0.2648;REF;nan
16346;49.7297;-0.2684;REF;nan
16489;49.8015;-0.2721;REF;nan
16632;49.8733;-0.2758;REF;nan
16775;49.9451;-0.2795;REF;nan
16918;50.0169;-0.2832;REF;nan
17061;50.0886;-0.2869;REF;nan
17204;50.1604;-0.2907;REF;nan
17347;50.2322;-0.2944;REF;nan
17490;50.3039;-0.2981;REF;nan
17633;50.3757;-0.3019;REF;nan
17776;50.4474;-0.3057;REF;nan
17919;50.5191;-0.3095;REF;nan
18062;50.5909;-0.3133;REF;nan
18205;50.6626;-0.3171;REF;nan
18348;50.7343;-0.3209;REF;nan
18491;50.806;-0.3247;REF;nan
18634;50.8777;-0.3286;REF;nan
18777;50.9494;-0.3324;REF;nan
18920;51.0211;-0.3363;REF;nan
